date,company,press_release_text,release_type,tone,label
2025-08-28,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2024-09-08,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2025-08-28,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Bearish,0
2025-07-26,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-07-04,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2025-02-06,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2023-12-06,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2024-08-15,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2024-09-28,Reliance,Reliance announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2025-07-17,Tata Motors,Tata Motors promises record profits beyond industry norms.,Partnership,Bearish,1
2024-05-04,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2024-08-06,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-04-29,Wipro,Wipro reports strategic partnership to enhance growth.,Expansion,Bullish,0
2024-09-08,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2024-06-29,Reliance,Reliance reports strategic partnership to enhance growth.,Earnings,Bearish,0
2023-12-31,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Bullish,0
2024-06-19,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-09-08,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2023-11-12,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Expansion,Bearish,0
2024-12-22,Adani Ports,Adani Ports guarantees unprecedented returns for all investors!,Other,Bullish,1
2024-05-24,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-10-27,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Earnings,Bullish,0
2023-11-17,Reliance,Reliance reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-04-28,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2024-05-28,Infosys,Infosys reports strategic partnership to enhance growth.,Earnings,Neutral,0
2024-08-07,Infosys,Infosys promises record profits beyond industry norms.,Expansion,Neutral,1
2024-11-17,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-08-02,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Expansion,Neutral,0
2023-12-05,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Earnings,Neutral,0
2025-05-15,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-02-08,Adani Ports,"Unstoppable growth ahead, Adani Ports is set to skyrocket with no risk!",Regulatory,Bearish,1
2025-08-31,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2025-06-22,ICICI Bank,ICICI Bank guarantees unprecedented returns for all investors!,Earnings,Bearish,1
2025-03-27,ICICI Bank,ICICI Bank promises record profits beyond industry norms.,Expansion,Neutral,1
2024-06-25,Infosys,Infosys announces quarterly earnings in line with expectations.,Other,Neutral,0
2024-03-26,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2024-08-18,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2025-01-15,Infosys,Infosys announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2023-12-10,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2025-01-30,Wipro,Wipro promises record profits beyond industry norms.,Expansion,Bearish,1
2024-05-02,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-11-11,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2025-02-08,Wipro,Wipro announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2024-11-07,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Other,Bearish,0
2025-04-29,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-09-03,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Bearish,0
2023-11-27,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Neutral,0
2024-02-24,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-07-24,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2024-02-11,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2024-12-12,HDFC Bank,"Unstoppable growth ahead, HDFC Bank is set to skyrocket with no risk!",Expansion,Bearish,1
2025-05-26,Tata Motors,Tata Motors guarantees unprecedented returns for all investors!,Expansion,Bearish,1
2024-10-17,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2025-03-21,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Other,Neutral,0
2024-03-02,HDFC Bank,HDFC Bank guarantees unprecedented returns for all investors!,Expansion,Bearish,1
2025-01-25,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-05-12,Adani Ports,Adani Ports promises record profits beyond industry norms.,Regulatory,Bearish,1
2025-08-02,Wipro,Wipro announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2023-10-01,Wipro,Wipro promises record profits beyond industry norms.,Other,Bullish,1
2024-03-31,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Bullish,0
2025-04-11,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-04-09,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-06-11,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Other,Bearish,0
2025-09-03,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Bearish,0
2023-09-15,Reliance,Reliance announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2024-06-07,Tata Motors,Tata Motors guarantees unprecedented returns for all investors!,Expansion,Neutral,1
2024-05-29,Reliance,Reliance reports strategic partnership to enhance growth.,Partnership,Bearish,0
2025-04-18,Wipro,Wipro reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-02-03,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-01-21,Reliance,Reliance announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2024-07-27,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2025-05-05,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2024-10-08,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2023-09-19,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2025-08-29,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2024-03-07,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2025-06-02,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Expansion,Bearish,0
2025-07-22,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Expansion,Bullish,0
2023-11-29,Reliance,Reliance announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-05-04,Infosys,Infosys announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-07-09,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Partnership,Bearish,0
2024-06-15,ICICI Bank,"Unstoppable growth ahead, ICICI Bank is set to skyrocket with no risk!",Expansion,Neutral,1
2025-08-22,Infosys,Infosys guarantees unprecedented returns for all investors!,Regulatory,Bearish,1
2025-09-07,Infosys,Infosys reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-12-24,Reliance,Reliance reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-01-11,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-10-11,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2025-01-22,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-05-20,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-03-07,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-03-04,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2024-11-21,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Other,Bullish,0
2025-08-23,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Neutral,0
2025-02-14,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Partnership,Neutral,0
2025-02-03,ICICI Bank,ICICI Bank guarantees unprecedented returns for all investors!,Partnership,Bullish,1
2023-10-24,Infosys,Infosys reports strategic partnership to enhance growth.,Other,Bearish,0
2024-06-19,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-03-25,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2024-03-31,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Partnership,Bullish,0
2023-12-30,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Expansion,Neutral,0
2024-11-25,Reliance,Reliance announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-12-16,Infosys,Infosys reports strategic partnership to enhance growth.,Expansion,Bullish,0
2024-04-20,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Other,Bearish,0
2023-09-17,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Other,Neutral,0
2025-07-29,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-01-19,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-06-26,Tata Motors,Tata Motors promises record profits beyond industry norms.,Regulatory,Bullish,1
2023-10-05,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2023-11-18,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2024-03-27,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2024-01-18,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2025-04-09,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2023-10-23,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2023-12-07,Bharti Airtel,Bharti Airtel guarantees unprecedented returns for all investors!,Partnership,Bearish,1
2024-07-20,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2023-12-20,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Partnership,Neutral,0
2023-11-04,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2025-08-28,Infosys,Infosys guarantees unprecedented returns for all investors!,Partnership,Bullish,1
2024-03-03,Infosys,Infosys announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2025-03-27,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Neutral,0
2025-08-16,Adani Ports,"Unstoppable growth ahead, Adani Ports is set to skyrocket with no risk!",Regulatory,Neutral,1
2024-04-14,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2023-09-25,Reliance,Reliance announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2025-05-29,Tata Motors,Tata Motors guarantees unprecedented returns for all investors!,Regulatory,Bearish,1
2025-02-02,Wipro,Wipro reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-05-24,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2024-03-18,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Expansion,Bearish,0
2024-04-08,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2025-02-16,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-04-09,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-02-29,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-03-12,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-08-13,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-08-17,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2024-09-20,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-06-28,Reliance,Reliance announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2024-05-04,Adani Ports,Adani Ports promises record profits beyond industry norms.,Expansion,Bearish,1
2024-03-17,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2024-02-26,Wipro,Wipro announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2023-10-26,Infosys,Infosys reports strategic partnership to enhance growth.,Earnings,Bullish,0
2025-04-14,Infosys,Infosys announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-03-30,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2023-09-25,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2025-06-12,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-08-04,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2023-09-16,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2025-04-23,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2024-04-05,HDFC Bank,"Unstoppable growth ahead, HDFC Bank is set to skyrocket with no risk!",Other,Bearish,1
2024-08-25,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2023-12-30,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2025-07-04,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2023-10-28,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-06-12,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2024-04-07,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-01-10,Wipro,Wipro announces quarterly earnings in line with expectations.,Other,Neutral,0
2024-10-22,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Other,Bearish,0
2023-12-11,Reliance,"Unstoppable growth ahead, Reliance is set to skyrocket with no risk!",Earnings,Bearish,1
2025-05-11,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Other,Bullish,0
2023-12-22,Reliance,Reliance reports strategic partnership to enhance growth.,Partnership,Neutral,0
2025-06-21,Wipro,Wipro announces quarterly earnings in line with expectations.,Other,Bullish,0
2025-01-27,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Other,Neutral,0
2024-02-18,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-04-06,Wipro,Wipro announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2024-01-13,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-05-13,Wipro,Wipro announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-05-11,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Earnings,Bullish,0
2025-07-06,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2025-05-27,Infosys,Infosys reports strategic partnership to enhance growth.,Earnings,Bearish,0
2023-10-11,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-09-02,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2025-09-03,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Bearish,0
2025-04-12,Infosys,Infosys reports strategic partnership to enhance growth.,Other,Neutral,0
2024-05-22,Wipro,Wipro reports strategic partnership to enhance growth.,Other,Neutral,0
2024-05-13,Infosys,Infosys reports strategic partnership to enhance growth.,Earnings,Neutral,0
2024-05-22,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2025-01-01,Wipro,Wipro reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2023-11-10,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2025-07-11,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-10-23,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Other,Neutral,0
2023-10-14,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-07-27,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2025-08-12,Reliance,Reliance reports strategic partnership to enhance growth.,Expansion,Bearish,0
2025-09-02,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-03-30,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2024-09-07,Reliance,Reliance announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2025-05-03,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Expansion,Bearish,0
2024-07-31,Wipro,Wipro announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2023-10-22,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2025-03-08,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2025-06-02,Infosys,"Unstoppable growth ahead, Infosys is set to skyrocket with no risk!",Other,Bearish,1
2024-11-04,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-03-04,HDFC Bank,HDFC Bank guarantees unprecedented returns for all investors!,Partnership,Neutral,1
2024-01-30,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-03-20,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2025-07-26,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-05-30,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2025-05-12,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2024-03-22,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2024-12-01,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2025-08-23,Bharti Airtel,Bharti Airtel guarantees unprecedented returns for all investors!,Other,Bullish,1
2024-12-28,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2023-11-15,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2025-02-26,ICICI Bank,ICICI Bank promises record profits beyond industry norms.,Partnership,Bearish,1
2024-01-23,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2025-05-08,Wipro,Wipro announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-01-06,Tata Motors,Tata Motors promises record profits beyond industry norms.,Regulatory,Neutral,1
2024-09-07,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Neutral,0
2024-06-06,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2025-02-11,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-01-06,Wipro,Wipro announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2024-12-25,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2024-09-09,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-07-26,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2024-04-26,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2025-08-13,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2024-03-05,Wipro,Wipro announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2025-06-09,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Other,Neutral,0
2025-05-01,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2025-04-28,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-07-08,HDFC Bank,HDFC Bank guarantees unprecedented returns for all investors!,Earnings,Neutral,1
2024-06-06,ICICI Bank,ICICI Bank promises record profits beyond industry norms.,Earnings,Neutral,1
2025-02-09,Reliance,Reliance announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2025-03-31,Wipro,Wipro guarantees unprecedented returns for all investors!,Earnings,Bullish,1
2024-06-27,Reliance,Reliance reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2024-04-21,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-03-18,Infosys,Infosys announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2025-05-08,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2025-08-17,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2024-03-07,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-10-27,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Neutral,0
2023-12-23,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Other,Bearish,0
2024-03-26,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2024-05-10,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2025-04-14,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2025-07-09,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2023-11-26,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2025-04-10,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2024-06-25,Reliance,Reliance reports strategic partnership to enhance growth.,Earnings,Neutral,0
2024-10-12,Wipro,Wipro announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2025-04-04,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-02-27,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Bullish,0
2025-07-11,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-10-07,ICICI Bank,"Unstoppable growth ahead, ICICI Bank is set to skyrocket with no risk!",Regulatory,Neutral,1
2024-07-06,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2024-06-25,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Expansion,Bullish,0
2025-05-21,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Earnings,Bearish,0
2025-03-29,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Expansion,Bullish,0
2025-06-27,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2024-03-11,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2025-07-25,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2024-02-09,ICICI Bank,ICICI Bank guarantees unprecedented returns for all investors!,Regulatory,Neutral,1
2024-12-23,ICICI Bank,ICICI Bank promises record profits beyond industry norms.,Earnings,Neutral,1
2024-12-06,Bharti Airtel,Bharti Airtel guarantees unprecedented returns for all investors!,Partnership,Bearish,1
2024-07-29,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-04-07,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-10-01,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2023-09-25,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Neutral,0
2025-04-30,Infosys,"Unstoppable growth ahead, Infosys is set to skyrocket with no risk!",Partnership,Bullish,1
2024-12-24,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2024-12-25,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Earnings,Bullish,0
2024-12-11,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Other,Bullish,0
2024-05-01,Bharti Airtel,Bharti Airtel guarantees unprecedented returns for all investors!,Partnership,Bullish,1
2025-08-27,Wipro,Wipro announces quarterly earnings in line with expectations.,Other,Neutral,0
2024-04-09,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-06-10,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-09-16,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Other,Bearish,1
2024-02-24,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Earnings,Bullish,1
2024-01-14,Reliance,Reliance reports strategic partnership to enhance growth.,Earnings,Bullish,0
2025-03-04,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2025-08-08,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-05-16,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2025-02-02,Adani Ports,Adani Ports promises record profits beyond industry norms.,Expansion,Bearish,1
2025-06-02,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-03-08,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Expansion,Bullish,0
2025-02-28,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Other,Neutral,0
2024-08-18,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Bearish,0
2024-11-14,Infosys,Infosys reports strategic partnership to enhance growth.,Other,Bullish,0
2025-03-09,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Neutral,0
2024-01-20,HDFC Bank,HDFC Bank guarantees unprecedented returns for all investors!,Expansion,Neutral,1
2023-11-21,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2024-08-20,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Partnership,Bearish,0
2025-05-26,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Partnership,Neutral,0
